2022-07-15 21:58:52,952 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-07-15 21:58:53,114 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-07-15 21:58:53,115 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2022-07-15 21:58:53,116 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2022-07-15 21:58:53,165 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2022-07-15 21:58:53,165 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2022-07-15 21:58:53,387 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2022-07-16 00:24:24,410 INFO  SwAddin.cs: 271 - Assembly export called for file varPipe.SLDASM
2022-07-16 00:24:35,943 INFO  SwAddin.cs: 271 - Assembly export called for file varPipe.SLDASM
2022-07-16 00:24:37,552 INFO  SwAddin.cs: 290 - Saving assembly
2022-07-16 00:24:37,676 INFO  SwAddin.cs: 293 - Opening property manager
2022-07-16 00:24:37,707 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from varPipe.SLDASM
2022-07-16 00:24:37,795 INFO  ExportHelperExtension.cs: 1142 - Found 81 in varPipe.SLDASM
2022-07-16 00:24:37,796 INFO  ExportHelperExtension.cs: 1152 - Found 2 features of type [CoordSys] in varPipe.SLDASM
2022-07-16 00:24:37,796 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2022-07-16 00:24:37,818 INFO  ExportHelperExtension.cs: 1167 - 17 components to check
2022-07-16 00:24:37,832 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 1000_1-1
2022-07-16 00:24:37,833 INFO  ExportHelperExtension.cs: 1142 - Found 26 in 1000_1-1
2022-07-16 00:24:37,833 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 1000_1-1
2022-07-16 00:24:37,834 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from hold-2
2022-07-16 00:24:37,834 INFO  ExportHelperExtension.cs: 1142 - Found 25 in hold-2
2022-07-16 00:24:37,835 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in hold-2
2022-07-16 00:24:37,835 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from hold-3
2022-07-16 00:24:37,835 INFO  ExportHelperExtension.cs: 1142 - Found 25 in hold-3
2022-07-16 00:24:37,836 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in hold-3
2022-07-16 00:24:37,836 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from hold-7
2022-07-16 00:24:37,836 INFO  ExportHelperExtension.cs: 1142 - Found 25 in hold-7
2022-07-16 00:24:37,836 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in hold-7
2022-07-16 00:24:37,837 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from hold-8
2022-07-16 00:24:37,837 INFO  ExportHelperExtension.cs: 1142 - Found 25 in hold-8
2022-07-16 00:24:37,838 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in hold-8
2022-07-16 00:24:37,838 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 变径-3
2022-07-16 00:24:37,839 INFO  ExportHelperExtension.cs: 1142 - Found 30 in 变径-3
2022-07-16 00:24:37,840 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 变径-3
2022-07-16 00:24:37,840 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from hold-1
2022-07-16 00:24:37,840 INFO  ExportHelperExtension.cs: 1142 - Found 25 in hold-1
2022-07-16 00:24:37,840 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in hold-1
2022-07-16 00:24:37,841 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 1250-1
2022-07-16 00:24:37,842 INFO  ExportHelperExtension.cs: 1142 - Found 26 in 1250-1
2022-07-16 00:24:37,842 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 1250-1
2022-07-16 00:24:37,843 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 变径-1
